Hourly measurement data supplied by UK-air on 22/12/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Sheffield Barnsley Road",,"Sheffield Devonshire Green",,"Sheffield Tinsley",
Latitude,,53.404950,,53.378622,,53.410580,,
Longitude,,-1.455815,,-1.478096,,-1.396139,,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,,
Local Authority,,"Sheffield",,"Sheffield",,"Sheffield",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-01-09,15:00:00,5,V ugm-3 (BAM),5.377,V ugm-3 (Ref.eq),5.566,V ugm-3 (Ref.eq)
2023-01-09,16:00:00,9,V ugm-3 (BAM),5.731,V ugm-3 (Ref.eq),6.297,V ugm-3 (Ref.eq)
2023-01-09,17:00:00,6,V ugm-3 (BAM),5.778,V ugm-3 (Ref.eq),6.226,V ugm-3 (Ref.eq)
2023-01-09,18:00:00,5,V ugm-3 (BAM),6.509,V ugm-3 (Ref.eq),6.014,V ugm-3 (Ref.eq)
2023-01-09,19:00:00,11,V ugm-3 (BAM),7.193,V ugm-3 (Ref.eq),7.618,V ugm-3 (Ref.eq)
2023-01-09,20:00:00,8,V ugm-3 (BAM),6.297,V ugm-3 (Ref.eq),5.825,V ugm-3 (Ref.eq)
2023-01-09,21:00:00,5,V ugm-3 (BAM),5.236,V ugm-3 (Ref.eq),3.585,V ugm-3 (Ref.eq)
2023-01-09,22:00:00,6,V ugm-3 (BAM),4.41,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-01-09,23:00:00,5,V ugm-3 (BAM),4.693,V ugm-3 (Ref.eq),5.047,V ugm-3 (Ref.eq)
2023-01-09,24:00:00,7,V ugm-3 (BAM),7.17,V ugm-3 (Ref.eq),7.028,V ugm-3 (Ref.eq)
2023-01-10,01:00:00,6,V ugm-3 (BAM),9.198,V ugm-3 (Ref.eq),8.679,V ugm-3 (Ref.eq)
2023-01-10,02:00:00,6,V ugm-3 (BAM),8.042,V ugm-3 (Ref.eq),9.245,V ugm-3 (Ref.eq)
2023-01-10,03:00:00,13,V ugm-3 (BAM),7.028,V ugm-3 (Ref.eq),7.972,V ugm-3 (Ref.eq)
2023-01-10,04:00:00,7,V ugm-3 (BAM),7.17,V ugm-3 (Ref.eq),6.816,V ugm-3 (Ref.eq)
2023-01-10,05:00:00,4,V ugm-3 (BAM),8.16,V ugm-3 (Ref.eq),7.359,V ugm-3 (Ref.eq)
2023-01-10,06:00:00,5,V ugm-3 (BAM),8.09,V ugm-3 (Ref.eq),7.83,V ugm-3 (Ref.eq)
2023-01-10,07:00:00,6,V ugm-3 (BAM),7.382,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2023-01-10,08:00:00,7,V ugm-3 (BAM),5.024,V ugm-3 (Ref.eq),7.453,V ugm-3 (Ref.eq)
2023-01-10,09:00:00,5,V ugm-3 (BAM),3.915,V ugm-3 (Ref.eq),5.307,V ugm-3 (Ref.eq)
2023-01-10,10:00:00,2,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),4.009,V ugm-3 (Ref.eq)
2023-01-10,11:00:00,3,V ugm-3 (BAM),1.486,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2023-01-10,12:00:00,No data,V ugm-3 (BAM),0.967,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-01-10,13:00:00,7,V ugm-3 (BAM),0.708,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2023-01-10,14:00:00,4,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),2.382,V ugm-3 (Ref.eq)
2023-01-10,15:00:00,-1,V ugm-3 (BAM),0.778,V ugm-3 (Ref.eq),1.439,V ugm-3 (Ref.eq)
2023-01-10,16:00:00,-1,V ugm-3 (BAM),0.802,V ugm-3 (Ref.eq),1.344,V ugm-3 (Ref.eq)
2023-01-10,17:00:00,-1,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),5.472,V ugm-3 (Ref.eq)
2023-01-10,18:00:00,0,V ugm-3 (BAM),1.061,V ugm-3 (Ref.eq),1.156,V ugm-3 (Ref.eq)
2023-01-10,19:00:00,3,V ugm-3 (BAM),0.92,V ugm-3 (Ref.eq),1.297,V ugm-3 (Ref.eq)
2023-01-10,20:00:00,2,V ugm-3 (BAM),0.731,V ugm-3 (Ref.eq),1.297,V ugm-3 (Ref.eq)
2023-01-10,21:00:00,0,V ugm-3 (BAM),1.203,V ugm-3 (Ref.eq),1.604,V ugm-3 (Ref.eq)
2023-01-10,22:00:00,1,V ugm-3 (BAM),1.415,V ugm-3 (Ref.eq),1.769,V ugm-3 (Ref.eq)
2023-01-10,23:00:00,0,V ugm-3 (BAM),1.321,V ugm-3 (Ref.eq),1.698,V ugm-3 (Ref.eq)
2023-01-10,24:00:00,3,V ugm-3 (BAM),1.91,V ugm-3 (Ref.eq),1.91,V ugm-3 (Ref.eq)
2023-01-11,01:00:00,4,V ugm-3 (BAM),2.807,V ugm-3 (Ref.eq),2.854,V ugm-3 (Ref.eq)
2023-01-11,02:00:00,2,V ugm-3 (BAM),3.774,V ugm-3 (Ref.eq),4.481,V ugm-3 (Ref.eq)
2023-01-11,03:00:00,1,V ugm-3 (BAM),4.127,V ugm-3 (Ref.eq),4.646,V ugm-3 (Ref.eq)
2023-01-11,04:00:00,7,V ugm-3 (BAM),5.283,V ugm-3 (Ref.eq),5.519,V ugm-3 (Ref.eq)
2023-01-11,05:00:00,6,V ugm-3 (BAM),5.142,V ugm-3 (Ref.eq),5.519,V ugm-3 (Ref.eq)
2023-01-11,06:00:00,4,V ugm-3 (BAM),5.189,V ugm-3 (Ref.eq),5.519,V ugm-3 (Ref.eq)
2023-01-11,07:00:00,5,V ugm-3 (BAM),5.189,V ugm-3 (Ref.eq),5.92,V ugm-3 (Ref.eq)
2023-01-11,08:00:00,5,V ugm-3 (BAM),5.307,V ugm-3 (Ref.eq),6.462,V ugm-3 (Ref.eq)
2023-01-11,09:00:00,7,V ugm-3 (BAM),5.66,V ugm-3 (Ref.eq),7.618,V ugm-3 (Ref.eq)
2023-01-11,10:00:00,6,V ugm-3 (BAM),6.792,V ugm-3 (Ref.eq),9.175,V ugm-3 (Ref.eq)
2023-01-11,11:00:00,8,V ugm-3 (BAM),6.91,V ugm-3 (Ref.eq),10.542,V ugm-3 (Ref.eq)
2023-01-11,12:00:00,8,V ugm-3 (BAM),5.849,V ugm-3 (Ref.eq),9.269,V ugm-3 (Ref.eq)
2023-01-11,13:00:00,6,V ugm-3 (BAM),5.472,V ugm-3 (Ref.eq),8.679,V ugm-3 (Ref.eq)
2023-01-11,14:00:00,6,V ugm-3 (BAM),4.34,V ugm-3 (Ref.eq),6.179,V ugm-3 (Ref.eq)
2023-01-11,15:00:00,4,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),4.34,V ugm-3 (Ref.eq)
2023-01-11,16:00:00,2,V ugm-3 (BAM),1.887,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-01-11,17:00:00,4,V ugm-3 (BAM),2.406,V ugm-3 (Ref.eq),3.113,V ugm-3 (Ref.eq)
2023-01-11,18:00:00,4,V ugm-3 (BAM),3.75,V ugm-3 (Ref.eq),3.939,V ugm-3 (Ref.eq)
2023-01-11,19:00:00,7,V ugm-3 (BAM),7.076,V ugm-3 (Ref.eq),7.099,V ugm-3 (Ref.eq)
2023-01-11,20:00:00,9,V ugm-3 (BAM),8.703,V ugm-3 (Ref.eq),8.75,V ugm-3 (Ref.eq)
2023-01-11,21:00:00,8,V ugm-3 (BAM),8.066,V ugm-3 (Ref.eq),7.406,V ugm-3 (Ref.eq)
2023-01-11,22:00:00,5,V ugm-3 (BAM),4.198,V ugm-3 (Ref.eq),4.198,V ugm-3 (Ref.eq)
2023-01-11,23:00:00,3,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),6.392,V ugm-3 (Ref.eq)
2023-01-11,24:00:00,1,V ugm-3 (BAM),1.321,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2023-01-12,01:00:00,1,V ugm-3 (BAM),0.825,V ugm-3 (Ref.eq),3.821,V ugm-3 (Ref.eq)
2023-01-12,02:00:00,1,V ugm-3 (BAM),0.708,V ugm-3 (Ref.eq),0.825,V ugm-3 (Ref.eq)
2023-01-12,03:00:00,0,V ugm-3 (BAM),1.509,V ugm-3 (Ref.eq),1.934,V ugm-3 (Ref.eq)
2023-01-12,04:00:00,4,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),1.91,V ugm-3 (Ref.eq)
2023-01-12,05:00:00,4,V ugm-3 (BAM),0.92,V ugm-3 (Ref.eq),0.873,V ugm-3 (Ref.eq)
2023-01-12,06:00:00,4,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),1.392,V ugm-3 (Ref.eq)
2023-01-12,07:00:00,2,V ugm-3 (BAM),1.415,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-01-12,08:00:00,3,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),5.283,V ugm-3 (Ref.eq)
2023-01-12,09:00:00,15,V ugm-3 (BAM),3.939,V ugm-3 (Ref.eq),5.495,V ugm-3 (Ref.eq)
2023-01-12,10:00:00,8,V ugm-3 (BAM),3.208,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2023-01-12,11:00:00,5,V ugm-3 (BAM),1.675,V ugm-3 (Ref.eq),2.052,V ugm-3 (Ref.eq)
2023-01-12,12:00:00,1,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2023-01-12,13:00:00,3,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),3.443,V ugm-3 (Ref.eq)
2023-01-12,14:00:00,6,V ugm-3 (BAM),5.259,V ugm-3 (Ref.eq),7.925,V ugm-3 (Ref.eq)
2023-01-12,15:00:00,10,V ugm-3 (BAM),9.505,V ugm-3 (Ref.eq),10.637,V ugm-3 (Ref.eq)
2023-01-12,16:00:00,9,V ugm-3 (BAM),6.462,V ugm-3 (Ref.eq),7.17,V ugm-3 (Ref.eq)
2023-01-12,17:00:00,10,V ugm-3 (BAM),7.123,V ugm-3 (Ref.eq),8.349,V ugm-3 (Ref.eq)
2023-01-12,18:00:00,9,V ugm-3 (BAM),8.443,V ugm-3 (Ref.eq),10.377,V ugm-3 (Ref.eq)
2023-01-12,19:00:00,8,V ugm-3 (BAM),8.443,V ugm-3 (Ref.eq),8.962,V ugm-3 (Ref.eq)
2023-01-12,20:00:00,7,V ugm-3 (BAM),8.16,V ugm-3 (Ref.eq),8.939,V ugm-3 (Ref.eq)
2023-01-12,21:00:00,9,V ugm-3 (BAM),6.698,V ugm-3 (Ref.eq),7.17,V ugm-3 (Ref.eq)
2023-01-12,22:00:00,6,V ugm-3 (BAM),5.943,V ugm-3 (Ref.eq),6.344,V ugm-3 (Ref.eq)
2023-01-12,23:00:00,5,V ugm-3 (BAM),5.59,V ugm-3 (Ref.eq),6.203,V ugm-3 (Ref.eq)
2023-01-12,24:00:00,8,V ugm-3 (BAM),5.802,V ugm-3 (Ref.eq),6.156,V ugm-3 (Ref.eq)
2023-01-13,01:00:00,8,V ugm-3 (BAM),3.868,V ugm-3 (Ref.eq),4.269,V ugm-3 (Ref.eq)
2023-01-13,02:00:00,6,V ugm-3 (BAM),3.797,V ugm-3 (Ref.eq),3.915,V ugm-3 (Ref.eq)
2023-01-13,03:00:00,6,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),4.623,V ugm-3 (Ref.eq)
2023-01-13,04:00:00,6,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),3.255,V ugm-3 (Ref.eq)
2023-01-13,05:00:00,5,V ugm-3 (BAM),3.632,V ugm-3 (Ref.eq),3.75,V ugm-3 (Ref.eq)
2023-01-13,06:00:00,3,V ugm-3 (BAM),2.925,V ugm-3 (Ref.eq),3.16,V ugm-3 (Ref.eq)
2023-01-13,07:00:00,4,V ugm-3 (BAM),2.854,V ugm-3 (Ref.eq),3.16,V ugm-3 (Ref.eq)
2023-01-13,08:00:00,4,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2023-01-13,09:00:00,5,V ugm-3 (BAM),2.948,V ugm-3 (Ref.eq),3.184,V ugm-3 (Ref.eq)
2023-01-13,10:00:00,4,V ugm-3 (BAM),2.972,V ugm-3 (Ref.eq),3.137,V ugm-3 (Ref.eq)
2023-01-13,11:00:00,2,V ugm-3 (BAM),2.547,V ugm-3 (Ref.eq),2.759,V ugm-3 (Ref.eq)
2023-01-13,12:00:00,3,V ugm-3 (BAM),2.052,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-01-13,13:00:00,7,V ugm-3 (BAM),1.958,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-01-13,14:00:00,5,V ugm-3 (BAM),2.311,V ugm-3 (Ref.eq),2.476,V ugm-3 (Ref.eq)
2023-01-13,15:00:00,5,V ugm-3 (BAM),4.363,V ugm-3 (Ref.eq),4.34,V ugm-3 (Ref.eq)
2023-01-13,16:00:00,11,V ugm-3 (BAM),5.307,V ugm-3 (Ref.eq),5.142,V ugm-3 (Ref.eq)
2023-01-13,17:00:00,9,V ugm-3 (BAM),6.439,V ugm-3 (Ref.eq),6.368,V ugm-3 (Ref.eq)
2023-01-13,18:00:00,6,V ugm-3 (BAM),8.491,V ugm-3 (Ref.eq),8.467,V ugm-3 (Ref.eq)
2023-01-13,19:00:00,10,V ugm-3 (BAM),8.491,V ugm-3 (Ref.eq),8.75,V ugm-3 (Ref.eq)
2023-01-13,20:00:00,7,V ugm-3 (BAM),8.09,V ugm-3 (Ref.eq),7.618,V ugm-3 (Ref.eq)
2023-01-13,21:00:00,13,V ugm-3 (BAM),7.689,V ugm-3 (Ref.eq),7.689,V ugm-3 (Ref.eq)
2023-01-13,22:00:00,9,V ugm-3 (BAM),10.024,V ugm-3 (Ref.eq),8.373,V ugm-3 (Ref.eq)
2023-01-13,23:00:00,10,V ugm-3 (BAM),8.75,V ugm-3 (Ref.eq),8.255,V ugm-3 (Ref.eq)
2023-01-13,24:00:00,7,V ugm-3 (BAM),8.373,V ugm-3 (Ref.eq),8.703,V ugm-3 (Ref.eq)
2023-01-14,01:00:00,6,V ugm-3 (BAM),8.019,V ugm-3 (Ref.eq),9.976,V ugm-3 (Ref.eq)
2023-01-14,02:00:00,6,V ugm-3 (BAM),6.038,V ugm-3 (Ref.eq),9.646,V ugm-3 (Ref.eq)
2023-01-14,03:00:00,9,V ugm-3 (BAM),4.387,V ugm-3 (Ref.eq),8.09,V ugm-3 (Ref.eq)
2023-01-14,04:00:00,6,V ugm-3 (BAM),2.075,V ugm-3 (Ref.eq),4.646,V ugm-3 (Ref.eq)
2023-01-14,05:00:00,3,V ugm-3 (BAM),0.943,V ugm-3 (Ref.eq),5.731,V ugm-3 (Ref.eq)
2023-01-14,06:00:00,2,V ugm-3 (BAM),0.472,V ugm-3 (Ref.eq),7.689,V ugm-3 (Ref.eq)
2023-01-14,07:00:00,2,V ugm-3 (BAM),0.283,V ugm-3 (Ref.eq),5.731,V ugm-3 (Ref.eq)
2023-01-14,08:00:00,4,V ugm-3 (BAM),0.189,V ugm-3 (Ref.eq),9.741,V ugm-3 (Ref.eq)
2023-01-14,09:00:00,4,V ugm-3 (BAM),0.259,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2023-01-14,10:00:00,3,V ugm-3 (BAM),0.401,V ugm-3 (Ref.eq),1.392,V ugm-3 (Ref.eq)
2023-01-14,11:00:00,1,V ugm-3 (BAM),0.825,V ugm-3 (Ref.eq),1.085,V ugm-3 (Ref.eq)
2023-01-14,12:00:00,0,V ugm-3 (BAM),1.745,V ugm-3 (Ref.eq),2.028,V ugm-3 (Ref.eq)
2023-01-14,13:00:00,3,V ugm-3 (BAM),1.533,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-01-14,14:00:00,3,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),2.524,V ugm-3 (Ref.eq)
2023-01-14,15:00:00,3,V ugm-3 (BAM),2.429,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2023-01-14,16:00:00,2,V ugm-3 (BAM),2.5,V ugm-3 (Ref.eq),2.571,V ugm-3 (Ref.eq)
2023-01-14,17:00:00,3,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),2.759,V ugm-3 (Ref.eq)
2023-01-14,18:00:00,4,V ugm-3 (BAM),3.349,V ugm-3 (Ref.eq),3.349,V ugm-3 (Ref.eq)
2023-01-14,19:00:00,6,V ugm-3 (BAM),3.915,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-01-14,20:00:00,5,V ugm-3 (BAM),3.726,V ugm-3 (Ref.eq),3.538,V ugm-3 (Ref.eq)
2023-01-14,21:00:00,6,V ugm-3 (BAM),3.561,V ugm-3 (Ref.eq),3.349,V ugm-3 (Ref.eq)
2023-01-14,22:00:00,6,V ugm-3 (BAM),2.524,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2023-01-14,23:00:00,4,V ugm-3 (BAM),2.736,V ugm-3 (Ref.eq),2.759,V ugm-3 (Ref.eq)
2023-01-14,24:00:00,3,V ugm-3 (BAM),2.925,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-01-15,01:00:00,5,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),3.137,V ugm-3 (Ref.eq)
2023-01-15,02:00:00,5,V ugm-3 (BAM),3.09,V ugm-3 (Ref.eq),2.854,V ugm-3 (Ref.eq)
2023-01-15,03:00:00,2,V ugm-3 (BAM),2.925,V ugm-3 (Ref.eq),2.83,V ugm-3 (Ref.eq)
2023-01-15,04:00:00,3,V ugm-3 (BAM),2.5,V ugm-3 (Ref.eq),2.5,V ugm-3 (Ref.eq)
2023-01-15,05:00:00,2,V ugm-3 (BAM),2.123,V ugm-3 (Ref.eq),2.288,V ugm-3 (Ref.eq)
2023-01-15,06:00:00,2,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),2.075,V ugm-3 (Ref.eq)
2023-01-15,07:00:00,5,V ugm-3 (BAM),1.604,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2023-01-15,08:00:00,3,V ugm-3 (BAM),1.769,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-01-15,09:00:00,4,V ugm-3 (BAM),0.684,V ugm-3 (Ref.eq),1.368,V ugm-3 (Ref.eq)
2023-01-15,10:00:00,4,V ugm-3 (BAM),0.472,V ugm-3 (Ref.eq),1.038,V ugm-3 (Ref.eq)
2023-01-15,11:00:00,1,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),1.981,V ugm-3 (Ref.eq)
2023-01-15,12:00:00,2,V ugm-3 (BAM),1.675,V ugm-3 (Ref.eq),1.816,V ugm-3 (Ref.eq)
2023-01-15,13:00:00,4,V ugm-3 (BAM),4.104,V ugm-3 (Ref.eq),3.491,V ugm-3 (Ref.eq)
2023-01-15,14:00:00,8,V ugm-3 (BAM),5.59,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-01-15,15:00:00,8,V ugm-3 (BAM),5.92,V ugm-3 (Ref.eq),4.575,V ugm-3 (Ref.eq)
2023-01-15,16:00:00,9,V ugm-3 (BAM),7.406,V ugm-3 (Ref.eq),6.627,V ugm-3 (Ref.eq)
2023-01-15,17:00:00,8,V ugm-3 (BAM),7.429,V ugm-3 (Ref.eq),5.849,V ugm-3 (Ref.eq)
2023-01-15,18:00:00,10,V ugm-3 (BAM),9.222,V ugm-3 (Ref.eq),10.708,V ugm-3 (Ref.eq)
2023-01-15,19:00:00,12,V ugm-3 (BAM),15.189,V ugm-3 (Ref.eq),8.349,V ugm-3 (Ref.eq)
2023-01-15,20:00:00,17,V ugm-3 (BAM),17.854,V ugm-3 (Ref.eq),10.873,V ugm-3 (Ref.eq)
2023-01-15,21:00:00,20,V ugm-3 (BAM),14.906,V ugm-3 (Ref.eq),20.59,V ugm-3 (Ref.eq)
2023-01-15,22:00:00,16,V ugm-3 (BAM),12.476,V ugm-3 (Ref.eq),31.722,V ugm-3 (Ref.eq)
2023-01-15,23:00:00,14,V ugm-3 (BAM),13.656,V ugm-3 (Ref.eq),38.161,V ugm-3 (Ref.eq)
2023-01-15,24:00:00,13,V ugm-3 (BAM),12.429,V ugm-3 (Ref.eq),17.712,V ugm-3 (Ref.eq)
2023-01-16,01:00:00,12,V ugm-3 (BAM),10.047,V ugm-3 (Ref.eq),12.5,V ugm-3 (Ref.eq)
2023-01-16,02:00:00,13,V ugm-3 (BAM),12.429,V ugm-3 (Ref.eq),14.387,V ugm-3 (Ref.eq)
2023-01-16,03:00:00,14,V ugm-3 (BAM),12.146,V ugm-3 (Ref.eq),16.58,V ugm-3 (Ref.eq)
2023-01-16,04:00:00,16,V ugm-3 (BAM),10.212,V ugm-3 (Ref.eq),16.321,V ugm-3 (Ref.eq)
2023-01-16,05:00:00,18,V ugm-3 (BAM),14.953,V ugm-3 (Ref.eq),18.066,V ugm-3 (Ref.eq)
2023-01-16,06:00:00,14,V ugm-3 (BAM),14.363,V ugm-3 (Ref.eq),15.401,V ugm-3 (Ref.eq)
2023-01-16,07:00:00,9,V ugm-3 (BAM),8.231,V ugm-3 (Ref.eq),11.344,V ugm-3 (Ref.eq)
2023-01-16,08:00:00,10,V ugm-3 (BAM),5.425,V ugm-3 (Ref.eq),7.571,V ugm-3 (Ref.eq)
2023-01-16,09:00:00,11,V ugm-3 (BAM),5.542,V ugm-3 (Ref.eq),7.005,V ugm-3 (Ref.eq)
2023-01-16,10:00:00,7,V ugm-3 (BAM),4.292,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2023-01-16,11:00:00,6,V ugm-3 (BAM),5.708,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-01-16,12:00:00,5,V ugm-3 (BAM),3.656,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2023-01-16,13:00:00,3,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),3.939,V ugm-3 (Ref.eq)
2023-01-16,14:00:00,5,V ugm-3 (BAM),1.792,V ugm-3 (Ref.eq),3.255,V ugm-3 (Ref.eq)
2023-01-16,15:00:00,4,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2023-01-16,16:00:00,3,V ugm-3 (BAM),1.462,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-01-16,17:00:00,11,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),4.434,V ugm-3 (Ref.eq)
2023-01-16,18:00:00,11,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),6.109,V ugm-3 (Ref.eq)
2023-01-16,19:00:00,11,V ugm-3 (BAM),3.349,V ugm-3 (Ref.eq),6.297,V ugm-3 (Ref.eq)
2023-01-16,20:00:00,12,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),6.038,V ugm-3 (Ref.eq)
2023-01-16,21:00:00,17,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),5.731,V ugm-3 (Ref.eq)
2023-01-16,22:00:00,7,V ugm-3 (BAM),2.948,V ugm-3 (Ref.eq),5.66,V ugm-3 (Ref.eq)
2023-01-16,23:00:00,8,V ugm-3 (BAM),3.703,V ugm-3 (Ref.eq),6.745,V ugm-3 (Ref.eq)
2023-01-16,24:00:00,8,V ugm-3 (BAM),5.377,V ugm-3 (Ref.eq),5.802,V ugm-3 (Ref.eq)
2023-01-17,01:00:00,8,V ugm-3 (BAM),6.769,V ugm-3 (Ref.eq),6.722,V ugm-3 (Ref.eq)
2023-01-17,02:00:00,8,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),7.052,V ugm-3 (Ref.eq)
2023-01-17,03:00:00,6,V ugm-3 (BAM),3.656,V ugm-3 (Ref.eq),7.028,V ugm-3 (Ref.eq)
2023-01-17,04:00:00,7,V ugm-3 (BAM),3.797,V ugm-3 (Ref.eq),7.123,V ugm-3 (Ref.eq)
2023-01-17,05:00:00,10,V ugm-3 (BAM),3.892,V ugm-3 (Ref.eq),8.302,V ugm-3 (Ref.eq)
2023-01-17,06:00:00,9,V ugm-3 (BAM),4.859,V ugm-3 (Ref.eq),9.245,V ugm-3 (Ref.eq)
2023-01-17,07:00:00,14,V ugm-3 (BAM),4.859,V ugm-3 (Ref.eq),10.448,V ugm-3 (Ref.eq)
2023-01-17,08:00:00,15,V ugm-3 (BAM),4.764,V ugm-3 (Ref.eq),7.877,V ugm-3 (Ref.eq)
2023-01-17,09:00:00,13,V ugm-3 (BAM),5.66,V ugm-3 (Ref.eq),14.009,V ugm-3 (Ref.eq)
2023-01-17,10:00:00,13,V ugm-3 (BAM),5.142,V ugm-3 (Ref.eq),16.179,V ugm-3 (Ref.eq)
2023-01-17,11:00:00,11,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),9.292,V ugm-3 (Ref.eq)
2023-01-17,12:00:00,7,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),4.623,V ugm-3 (Ref.eq)
2023-01-17,13:00:00,6,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),4.434,V ugm-3 (Ref.eq)
2023-01-17,14:00:00,3,V ugm-3 (BAM),4.434,V ugm-3 (Ref.eq),4.811,V ugm-3 (Ref.eq)
2023-01-17,15:00:00,8,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),4.363,V ugm-3 (Ref.eq)
2023-01-17,16:00:00,6,V ugm-3 (BAM),5.189,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2023-01-17,17:00:00,10,V ugm-3 (BAM),5,V ugm-3 (Ref.eq),5.873,V ugm-3 (Ref.eq)
2023-01-17,18:00:00,16,V ugm-3 (BAM),5.802,V ugm-3 (Ref.eq),6.981,V ugm-3 (Ref.eq)
2023-01-17,19:00:00,16,V ugm-3 (BAM),6.297,V ugm-3 (Ref.eq),6.698,V ugm-3 (Ref.eq)
2023-01-17,20:00:00,10,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),7.193,V ugm-3 (Ref.eq)
2023-01-17,21:00:00,10,V ugm-3 (BAM),4.009,V ugm-3 (Ref.eq),6.132,V ugm-3 (Ref.eq)
2023-01-17,22:00:00,13,V ugm-3 (BAM),4.127,V ugm-3 (Ref.eq),5,V ugm-3 (Ref.eq)
2023-01-17,23:00:00,11,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),3.443,V ugm-3 (Ref.eq)
2023-01-17,24:00:00,10,V ugm-3 (BAM),9.033,V ugm-3 (Ref.eq),7.099,V ugm-3 (Ref.eq)
2023-01-18,01:00:00,8,V ugm-3 (BAM),5.873,V ugm-3 (Ref.eq),5.778,V ugm-3 (Ref.eq)
2023-01-18,02:00:00,5,V ugm-3 (BAM),3.703,V ugm-3 (Ref.eq),4.292,V ugm-3 (Ref.eq)
2023-01-18,03:00:00,3,V ugm-3 (BAM),4.34,V ugm-3 (Ref.eq),4.646,V ugm-3 (Ref.eq)
2023-01-18,04:00:00,5,V ugm-3 (BAM),5.212,V ugm-3 (Ref.eq),5.825,V ugm-3 (Ref.eq)
